path,name,internal_id,relative_path,type,size
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nelson_de_Paula_Neto/Coseg_501-503,Imag_COSEG_501-505.PDF,39379379916535052390765529860970700488,39/37/93,application/pdf,640926
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nelson_de_Paula_Neto/Coseg_501-503,license.txt,159575495422693123671063164708706916027,15/95/75,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nelson_Fernandes_Espinola/Forum_de_Muriae,Forum_de_Muriae.PDF,76453952195199886745702135627367513254,76/45/39,application/pdf,1313863
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nelson_Fernandes_Espinola/Forum_de_Muriae,license.txt,11404168867454427372174895643586183425,11/40/41,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Imag_CDFS-2498,Imag_CDFS-2498.pdf,17151985053427823316177604698164701223,17/15/19,application/pdf,919228
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Imag_CDFS-2498,license.txt,86450013793457138428476688202818120843,86/45/00,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Pasta_1065,_DOPS_-_Arquivo_Publico_Mineiro",Pasta_1065_DOPS.pdf,161770631713177441206040178855842844589,16/17/70,application/pdf,57825
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Pasta_1065,_DOPS_-_Arquivo_Publico_Mineiro",license.txt,98105257219402545146593528011711640039,98/10/52,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Depoimento_Maria_de_Jesus_Dias_Reis_""Maria_do_Ze_do_Padre""",Depoimento_Maria_do_Ze_do_Padre_-_Maria_de_Jesus_Dias_Reis.mp3,66674559632617305305441593472519840251,66/67/45,application/octet-stream,16606144
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Depoimento_Maria_de_Jesus_Dias_Reis_""Maria_do_Ze_do_Padre""",07062017MariadeJesusDiasReis.pdf,124559285396775717154840779445082493809,12/45/59,application/pdf,253967
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Depoimento_Maria_de_Jesus_Dias_Reis_""Maria_do_Ze_do_Padre""",license.txt,8761255975699547806231813515754654828,87/61/25,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Jornal_Estado_de_Minas,_23091987",Arquivo_CPTMG_-_Imag._CPT-2867.PDF,51028643570300041660530124191096482858,51/02/86,application/pdf,1497625
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Jornal_Estado_de_Minas,_23091987",license.txt,125156871212787687300568465826345675667,12/51/56,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/DEPOIMENTO_FRANCISCO_DA_CONCEICAO_DE_PAULA,REUNIAO_CACHOEIRINHA.mpg,35685716494362507540741463227034463760,35/68/57,video/mpeg,1454708736
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/DEPOIMENTO_FRANCISCO_DA_CONCEICAO_DE_PAULA,Reuniao_publica_na_Camara_Municipal_de_Verdelandia_-_Cachoeirinha.mp3,128143843613975939570431978382516379654,12/81/43,application/octet-stream,66646307
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/DEPOIMENTO_FRANCISCO_DA_CONCEICAO_DE_PAULA,license.txt,81446227366372520567062514785149410473,81/44/62,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Fotografias__Covemg_em_Verdelandia_MG,Adao_Alves_Barbosa_-_Verdelandia.PDF,89219878361519967712803203349169998255,89/21/98,application/pdf,16904841
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Fotografias__Covemg_em_Verdelandia_MG,Antiga_casa_cel._Georgino.PDF,63054863619451496517611386266186355041,63/05/48,application/pdf,68170315
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Fotografias__Covemg_em_Verdelandia_MG,Carolino_Alves_Barbosa_-_Verdelandia.PDF,70976849957248867186431461535575174095,70/97/68,application/pdf,3014868
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Fotografias__Covemg_em_Verdelandia_MG,Geralda_Lopes_da_Silva_-_Verdelandia.PDF,24193750637921898173797285484725732784,24/19/37,application/pdf,11359550
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Fotografias__Covemg_em_Verdelandia_MG,Maria_do_Ze_do_Padre_-_Verdelandia.PDF,71944775107117037420548504176232266653,71/94/47,application/pdf,22161990
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Fotografias__Covemg_em_Verdelandia_MG,Pedro_Mendes_de_Queiroz_e_familia_-_Verdelandia.PDF,51221757674655061189381909170689036996,51/22/17,application/pdf,37244346
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Fotografias__Covemg_em_Verdelandia_MG,Reuniao_Publica_na_Camara_de_Verdelandia.PDF,65409178096583562364008955021658726263,65/40/91,application/pdf,26665924
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Fotografias__Covemg_em_Verdelandia_MG,license.txt,110975158093547898941048456420542787932,11/09/75,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/DEPOIMENTO_GERALDA_LOPES_DA_SILVA,REUNIAO_CACHOEIRINHA.mpg,139334504505112951327394056505934322460,13/93/34,video/mpeg,1454708736
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/DEPOIMENTO_GERALDA_LOPES_DA_SILVA,Reuniao_publica_na_Camara_Municipal_de_Verdelandia_-_Cachoeirinha.mp3,10712071035820503595443659834675865593,10/71/20,application/octet-stream,66646307
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/DEPOIMENTO_GERALDA_LOPES_DA_SILVA,license.txt,110399655845566067744897573794562955562,11/03/99,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Jornal_Estado_de_Minas,_06021988",Acervo_CPT-MG_-_Imag.CPT-2872.PDF,94196825263830082432001574436974176206,94/19/68,application/pdf,1477190
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Jornal_Estado_de_Minas,_06021988",license.txt,5524533990679299500419387206671031889,55/24/53,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/CPT-MG__Conflitos_de_terra,Acervo_CPT-MG_-_Imag._2865-2870.PDF,67116922916235723052210834217293914162,67/11/69,application/pdf,8798887
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/CPT-MG__Conflitos_de_terra,license.txt,77757847708902458996270574395585790583,77/75/78,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Coletanea_de_documentos_-_CPT_Norte_de_Minas,Coletanea_CPT_Norte_de_Minas_Cachoeirinha.PDF,32081612335236336556233251035487576524,32/08/16,application/pdf,135994119
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Coletanea_de_documentos_-_CPT_Norte_de_Minas,license.txt,132107973784485810385467285801364531423,13/21/07,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Coletanea_de_documentos_-_INCRA,Coletanea_Cachoeirinha_INCRA.PDF,72230610564801262985555719459729622266,72/23/06,application/pdf,22530813
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Coletanea_de_documentos_-_INCRA,license.txt,17735418876530134114593559632607495540,17/73/54,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Artigo__Conflito_de_Terra_em_Cachoeirinha,_Minas_Gerais",Acervo_CEDEFES._Imag._CDFS-2025-2034.PDF,77399197276057783124309095246629461539,77/39/91,application/pdf,49422673
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Artigo__Conflito_de_Terra_em_Cachoeirinha,_Minas_Gerais",license.txt,57269123467833974686665396482596831338,57/26/91,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Cartilha_da_CPT__Cachoeirinha_Terra_da_Esperanca,Acervo_CEDEFES_-_Imag._CDFS2044.PDF,148420824179906131699826568828641866435,14/84/20,application/pdf,39612424
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Cartilha_da_CPT__Cachoeirinha_Terra_da_Esperanca,license.txt,149215979741658207258725027613226506792,14/92/15,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Depoimento_Adao_Alves_Barbosa,REUNIAO_CACHOEIRINHA.mpg,168354050715169764084031446904307534868,16/83/54,video/mpeg,1454708736
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Depoimento_Adao_Alves_Barbosa,Reuniao_publica_na_Camara_Municipal_de_Verdelandia_-_Cachoeirinha.mp3,158770374862649005079739580402290426848,15/87/70,application/octet-stream,66646307
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Depoimento_Adao_Alves_Barbosa,license.txt,158530916418758302709288424438431628562,15/85/30,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Pasta_5079,_DOPS_-_Arquivo_Publico_Mineiro",Pasta_5079_DOPS.pdf,109988545767941993466208564384227392581,10/99/88,application/pdf,103748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Pasta_5079,_DOPS_-_Arquivo_Publico_Mineiro",license.txt,111714741152727520494939436556858210429,11/17/14,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Jornal_Estado_de_Minas,_28091983",Arquivo_CEDEFES_Imag._CDFS-1944.PDF,24183311667303753671704550833280995670,24/18/33,application/pdf,2949129
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Jornal_Estado_de_Minas,_28091983",license.txt,112736238835972499410972880810215383014,11/27/36,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Oficio_CONTAG,_16061967",Oficio_Contag.PDF,85092790022396296396532090641869628415,85/09/27,application/pdf,29007824
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Oficio_CONTAG,_16061967",license.txt,73774469931969762822336033503747946454,73/77/44,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/DEPOIMENTO_JURACI,REUNIAO_CACHOEIRINHA.mpg,9705154512059706247436800767576709985,97/05/15,video/mpeg,1454708736
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/DEPOIMENTO_JURACI,Reuniao_publica_na_Camara_Municipal_de_Verdelandia_-_Cachoeirinha.mp3,28023822709849933000478959857177225294,28/02/38,application/octet-stream,66646307
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/DEPOIMENTO_JURACI,license.txt,80061349377437421610976474524054578678,80/06/13,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/DEPOIMENTO_JESUINA_SOARES_DE_MOURA,REUNIAO_CACHOEIRINHA.mpg,110446903808178881550695024151607878303,11/04/46,video/mpeg,1454708736
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/DEPOIMENTO_JESUINA_SOARES_DE_MOURA,Reuniao_publica_na_Camara_Municipal_de_Verdelandia_-_Cachoeirinha.mp3,152803569400555637633881649001349862791,15/28/03,application/octet-stream,66646307
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/DEPOIMENTO_JESUINA_SOARES_DE_MOURA,license.txt,119677740915839106565138422162815791957,11/96/77,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/DEPOIMENTO_CAROLINO_ALVES_BARBOSA,REUNIAO_CACHOEIRINHA.mpg,144330999433948972735154153836573673498,14/43/30,video/mpeg,1454708736
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/DEPOIMENTO_CAROLINO_ALVES_BARBOSA,Reuniao_publica_na_Camara_Municipal_de_Verdelandia_-_Cachoeirinha.mp3,116040757735232678890535340015056903497,11/60/40,application/octet-stream,66646307
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/DEPOIMENTO_CAROLINO_ALVES_BARBOSA,license.txt,169441403249173284582397769703859792473,16/94/41,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Depoimento_Pedro_Mendes_de_Queiroz,Pedro_Mendes_de_Queiroz.mp3,18097411576759517655438244830462014203,18/09/74,application/octet-stream,26601011
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Depoimento_Pedro_Mendes_de_Queiroz,06062017PedroMendesdeQueiroz.pdf,52877081340083097537156554691451098727,52/87/70,application/pdf,470801
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nilo_Gomes_Teles/Depoimento_Pedro_Mendes_de_Queiroz,license.txt,36269454212315501792513851308712655758,36/26/94,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nome_desconhecido_Manga/Artigo__Conflito_de_Terra_em_Cachoeirinha,_Minas_Gerais",Acervo_CEDEFES._Imag._CDFS-2025-2034.PDF,77399197276057783124309095246629461539,77/39/91,application/pdf,49422673
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nome_desconhecido_Manga/Artigo__Conflito_de_Terra_em_Cachoeirinha,_Minas_Gerais",license.txt,57269123467833974686665396482596831338,57/26/91,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nome_desconhecido_Manga/Cartilha_da_CPT__Cachoeirinha_Terra_da_Esperanca,Acervo_CEDEFES_-_Imag._CDFS2044.PDF,148420824179906131699826568828641866435,14/84/20,application/pdf,39612424
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nome_desconhecido_Manga/Cartilha_da_CPT__Cachoeirinha_Terra_da_Esperanca,license.txt,149215979741658207258725027613226506792,14/92/15,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nome_desconhecido_Manga/Depoimento_Adao_Alves_Barbosa,REUNIAO_CACHOEIRINHA.mpg,168354050715169764084031446904307534868,16/83/54,video/mpeg,1454708736
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nome_desconhecido_Manga/Depoimento_Adao_Alves_Barbosa,Reuniao_publica_na_Camara_Municipal_de_Verdelandia_-_Cachoeirinha.mp3,158770374862649005079739580402290426848,15/87/70,application/octet-stream,66646307
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nome_desconhecido_Manga/Depoimento_Adao_Alves_Barbosa,license.txt,158530916418758302709288424438431628562,15/85/30,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nome_desconhecido_Manga/Pasta_5079,_DOPS_-_Arquivo_Publico_Mineiro",Pasta_5079_DOPS.pdf,109988545767941993466208564384227392581,10/99/88,application/pdf,103748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nome_desconhecido_Manga/Pasta_5079,_DOPS_-_Arquivo_Publico_Mineiro",license.txt,111714741152727520494939436556858210429,11/17/14,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nome_desconhecido_Manga/Jornal_Estado_de_Minas,_28091983",Arquivo_CEDEFES_Imag._CDFS-1944.PDF,24183311667303753671704550833280995670,24/18/33,application/pdf,2949129
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nome_desconhecido_Manga/Jornal_Estado_de_Minas,_28091983",license.txt,112736238835972499410972880810215383014,11/27/36,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nome_desconhecido_Manga/Oficio_CONTAG,_16061967",Oficio_Contag.PDF,85092790022396296396532090641869628415,85/09/27,application/pdf,29007824
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nome_desconhecido_Manga/Oficio_CONTAG,_16061967",license.txt,73774469931969762822336033503747946454,73/77/44,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nome_desconhecido_Manga/DEPOIMENTO_JURACI,REUNIAO_CACHOEIRINHA.mpg,9705154512059706247436800767576709985,97/05/15,video/mpeg,1454708736
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nome_desconhecido_Manga/DEPOIMENTO_JURACI,Reuniao_publica_na_Camara_Municipal_de_Verdelandia_-_Cachoeirinha.mp3,28023822709849933000478959857177225294,28/02/38,application/octet-stream,66646307
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nome_desconhecido_Manga/DEPOIMENTO_JURACI,license.txt,80061349377437421610976474524054578678,80/06/13,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/05._AS_GRAVES_VIOLACOES_DE_DIREITOS_HUMANOS_NO_CAMPO_1961-1988/Vitimas/Nome_desconhecido_Manga/DEPOIMENTO_JESUINA_SOARES_DE_MOURA,REUNIAO_CACHOEIRINHA.mpg,110446903808178881550695024151607878303,11/04/46,video/mpeg,1454708736
